,mse,corr,mape,explained_variance,drav_label,keller_label
0,151.59536648900803,0.41931599859474705,1.9873655256250793,0.11750277510912599,SWEET,SWEET
1,22.323756886807143,0.4835994270682754,612280025954486.5,0.1389188265665705,"GARLIC, ONION",GARLIC
2,19.511768027878688,0.22230782369374788,258916561146894.03,-0.004447501228992401,SWEATY,SWEATY
3,30.337936739883162,0.22069514154902295,259468105926572.84,-0.017715965815597423,"PUTRID, FOUL, DECAYED",DECAYED
4,20.69599744701811,0.2177402960816664,456106504046122.3,-0.06199679518251111,"HERBAL, GREEN,CUTGRASS",GRASS
