,mse,explained_variance,drav_label,keller_label
0,216.63299110961233,-0.30192601366573957,SWEET,SWEET
1,48.83300171724672,-0.8102505602439374,"GARLIC, ONION",GARLIC
2,46.968361573800046,-1.2274906707170916,SWEATY,SWEATY
3,82.3548092599265,-1.826761935600234,"PUTRID, FOUL, DECAYED",DECAYED
4,58.483026071052294,-1.9242331672952009,"HERBAL, GREEN,CUTGRASS",GRASS
