,loss,explained_variance,explained_variance_weighted,corr,mse
0,4.5119557,0.09156055817892439,0.06474279856898923,0.30299658,58.50026071405174
1,4.5119557,-0.016179071276456458,0.06474279856898923,0.02886133,58.50026071405174
2,4.5119557,0.036175421479099135,0.06474279856898923,0.19753851,58.50026071405174
3,4.5119557,0.0829834221174851,0.06474279856898923,0.3097269,58.50026071405174
4,4.5119557,0.05291624407759388,0.06474279856898923,0.26794788,58.50026071405174
5,4.5119557,0.09843172938562039,0.06474279856898923,0.31760588,58.50026071405174
6,4.5119557,0.11151294713315318,0.06474279856898923,0.3682505,58.50026071405174
7,4.5119557,0.05788816222235371,0.06474279856898923,0.2856221,58.50026071405174
8,4.5119557,0.02762984548405034,0.06474279856898923,0.17298114,58.50026071405174
9,4.5119557,0.03529096682356414,0.06474279856898923,0.18791257,58.50026071405174
10,4.5119557,0.13323782598045153,0.06474279856898923,0.4258692,58.50026071405174
11,4.5119557,0.024760407426661635,0.06474279856898923,0.15891773,58.50026071405174
12,4.5119557,0.07230794392182993,0.06474279856898923,0.2968748,58.50026071405174
13,4.5119557,0.08076293557002767,0.06474279856898923,0.28913745,58.50026071405174
14,4.5119557,0.06057952404714051,0.06474279856898923,0.24936233,58.50026071405174
15,4.5119557,0.05263384439266727,0.06474279856898923,0.23885408,58.50026071405174
16,4.5119557,0.11231492674193755,0.06474279856898923,0.34374666,58.50026071405174
17,4.5119557,0.12385853450096573,0.06474279856898923,0.41508394,58.50026071405174
18,4.5119557,0.049868966337069165,0.06474279856898923,0.25433442,58.50026071405174
19,4.5119557,0.14440338670948794,0.06474279856898923,0.4259584,58.50026071405174
20,4.5119557,-0.012843214882300336,0.06474279856898923,0.02590696,58.50026071405174
